qstr_Artillery|Artilharia
qstr_You_embark_and_set_sa|Você embarca e zarpa!
qstr_You_either_have_insu|Você não tem dinheiro suficiente ou falta unidades de madeira.
qstr_{playername}_s_Farm|Fazenda {do/da} {playername}
qstr_My_lord_^^Laborers_h|{Meu Senhor/Minha Senhora}, ^^Os trabalhadores terminaram a construção do seu novo castelo
qstr_100_Prestige_Points_|100 Pontos de Prestígio ganhos.
qstr_3_Agonic_Recruits_ra|3 Recrutas Agônicos contratados.
qstr_You_lack_adequate_fu|Você não tem fundos suficientes.
qstr_You_don_t_have_room_|Você não tem espaço para mais 3 tropas..
qstr_You_have_the_right_t|Você tem o direito de entrar nesta floresta e cortar árvores com um machado de lenhador.
qstr_The_forest_belongs_t|A floresta pertence a {s2} de {s3}. Se você quer cortar árvores, você tem que comprar uma carta de permissão deste nobre.
qstr_You_have_the_right_to|Você tem o direito de entrar nesta pedreira e minar a pedra com uma picareta de mineiro.
qstr_The_quarry_belongs_t|A pedreira pertence a {s2} de {s3}. Se você quiser usar a pedreira, você tem que comprar uma carta de permissão deste nobre.
qstr_You_need_atleast_10_|Você precisa de pelo menos 10 homens em seu grupo e uma habilidade de rastreamento de 3 pontos para fazer isso.
qstr_Excellent!_I_knew_th|Excelente! Eu sabia que esses bastardos mais cedo ou mais tarde se juntariam a nós.
qstr_Nobody?_That_s_a_sha|Ninguém? Isso é uma vergonha!
qstr_Here_is_an_overview_|Aqui está uma visão geral de todos os efeitos dos traços: ^
qstr_{s0}_^Treacherous:__|{s0} ^{Traiçoeiro/Traiçoeira}: -5% Renome ({reg0})
qstr_{s0}_^Disloyal:__2%_|{s0} ^Desleal: -2% Renome ({reg0})
qstr_{s0}_^Loyal:_+1%_Ren|{s0} ^Leal: +1% Renome ({reg0})
qstr_{s0}_^Truly_Loyal:_+|{s0} ^{Devoto/Devota}: +2% Renome ({reg0})
qstr_{s0}_^Insane:__25%_I|{s0} ^{Insano/Insana}: -25% Pontos de Influência ({reg0})
qstr_{s0}_^Senile:__10%_I|{s0} ^Senil: -10% Pontos de Influência ({reg0})
qstr_{s0}_^Resolute:_+10%|{s0} ^{Obstinado/Obstinada}: +10% Pontos de Influência ({reg0})
qstr_{s0}_^Cunning:_+25%_|{s0} ^{Astuto/Astuta}: +25% Pontos de Influência ({reg0})
qstr_{s0}_^Unbelievable_F|{s0} ^{Obeso/Obesa}: -2 Morale
qstr_{s0}_^Fat:__1_Morale|{s0} ^{Gordo/Gorda}: -1 Moral
qstr_{s0}_^Healthy:_+1_Mo|{s0} ^Saudável: +1 Moral
qstr_Slim:__2_Morale|{Magro/Magra}: -2 Moral
qstr_{s0}_^Uncivilized:__|{s0} ^Não civilizado: -2 prestígio
qstr_{s0}_^Rude:__1_Prest|{s0} ^Rude: -1 prestígio
qstr_{s0}_^Honourable:_+1|{s0} ^{Honroso/Honrosa}: +1 prestígio
qstr_Proud_Hearted:__2_Pr|Coração orgulhoso: -2 prestígio
qstr_{s0}_^Awful_Duellist|{s0} ^Duelista Terrível: -2 prestígio
qstr_{s0}_^Bad_Duellist:_|{s0} ^Duelista Ruim: -1 prestígio
qstr_{s0}_^Duelling_Profe|{s0} ^Duelista Profissional: +1 prestígio
qstr_Duelling_Master:_+2_|Duelista Mestre: +2 prestígio
qstr_Your_colony_is_under|Sua colônia está sob cerco. Quais são as suas ordens?
qstr_Move_in_and_help_the|Entre e ajude-os a defender.
qstr_This_colony_is_siege|Esta colônia é sitiada por você. Quais são as suas ordens?
qstr_Lead_your_soldiers_i|Liderar seus soldados em um assalto.
qstr_Your_troops_were_utt|Suas tropas foram totalmente esmagadas em batalha. Este é um dia sombrio.
qstr_Victory_is_yours!_You|A vitória é sua! Você capturou esta colônia e é o único senhor dela de seus arredores.
qstr_Your_troops_were_utte|Suas tropas foram totalmente esmagadas em batalha. Este é um dia sombrio. A colônia é tomada e saqueada.
qstr_Victory_is_yours!_You_|A vitória é sua! Você e sua guarnição são capazes de manter a colônia e aterrorizar o inimigo.
qstr_The_battle_is_undeci|Ambos os lados sofrem baixas...
qstr_You_have_deserted_a|Você desertou e agora é procurado!
qstr_^You_are_currently_r|^Atualmente você ocupa a posição {reg21} entre {reg22} participantes.
qstr_^_{s27}_|^"{s27}
qstr_{s21}{s29}|{s21}{s29}
qstr_^{reg1}%_Difficulty|^{reg1}% Dificuldade
qstr_Florins|Florins
qstr_Florin|Florin
qstr_{reg32}_{s27}_that_y|{reg32} {s27} que você receberá caso obtenha {reg31} {s28} nesta rodada.
qstr_You_have_not_placed_|Você não fez uma aposta para esta rodada.
qstr_DEBUG__TPE_:_tpe_ran|DEBUG (TPE): tpe ranking array, slot #{reg1} = {s1}
qstr_DEBUG__TPE_:_{s1}_pl|DEBUG (TPE): {s1} placed in slot #{reg1} for tournament.  TPE 1.3
qstr_DEBUG__TPE_:_{s1}_pla|DEBUG (TPE): {s1} placed in slot #{reg1} for tournament.  TPE 2.0
qstr_DEBUG__TPE_:_Discove|DEBUG (TPE): Discovered invalid troop.  Replaced with {s1} in slot {reg0}.
qstr_DEBUG__TPE_:_Entry_#|DEBUG (TPE): Entry #{reg2} / Team #{reg1} = {s1}
qstr_Quest_ended_due_to_t|Missão finalizada devido ao sistema de missões de torneio estar desativado.
qstr_{s3}_^{s1}___Tech_St|{s3} ^{s1} - Estágio Tecnológico {s0}
qstr_Upon_entering_this_v|Ao entrar neste acampamento dos cruzados, os guardas imediatamente percebem que você é muçulmano. Eles xingam e gritam com você. Você foge em pânico cego para fora do acampamento. Graças a Deus que você não perdeu sua vida hoje.
qstr_The_current_leader_o|O líder atual da campanha é {s0}. O Exército da Cruzada deixou {reg0} dias atrás.
qstr_The_current_leader_of|O líder atual da campanha é {s0}. O Exército da Cruzada partirá para a Terra Santa em {reg0} dias.
qstr_You_are_at_the_large|Você está no grande Acampamento Cruzado. Este é o lugar onde vastos exércitos da Calradia Cristã estão se reunindo e se preparando para a próxima Guerra Santa contra os pagãos. ^^ {s1}
qstr_Upon_entering_this_ve|Ao entrar neste acampamento dos cruzados, os guardas imediatamente percebem que você não é cristão. Eles xingam e gritam com você. Você foge em pânico cego para fora do acampamento.
qstr_You_lack_enough_spac|Você não tem espaço suficiente no seu exército atual. Por favor, considere guarnecer suas tropas ou dispensar algumas.
qstr_You_have_currently_{|Você tem {reg0} Florins atualmente. Você deseja recrutar {s1} por {reg1} Florins?
qstr_You_lack_adequate_fun|Você não tem fundos suficientes para recrutar essas tropas.
qstr_Upon_entering_this_ver|Ao entrar neste acampamento do Jihad, os guardas imediatamente veem que você é cristão. Eles xingam  e gritam com você. Você foge em pânico cego para fora do acampamento. Graças a Deus que você não perdeu sua vida hoje.
qstr_The_current_leader_of_|O líder atual da campanha é {s0}. O Exército Jihad deixou {reg0} dias atrás.
qstr_The_current_leader_of_t|O líder atual da campanha é {s0}. O Exército de Jihad partirá para a Terra Santa em {reg0} dias.
qstr_You_are_at_the_large_|Você está no grande Acampamento do Jihad. Este é o lugar onde vastos exércitos da Calradia Islâmica estão se reunindo e se preparando para a próxima Guerra Santa contra os infiéis. ^^ {s1}
qstr_Upon_entering_this_very|Ao entrar neste acampamento do Jihad, os guardas imediatamente percebem que você não é muçulmano. Eles xingam e gritam com você. Você foge em pânico cego para fora do acampamento.
qstr_20_Prestige_Points_e|20 Pontos de Prestígio ganhos.
qstr_Your_ship_isn_t_at_t|Seu navio não está no porto!
qstr_FIRED?|DEMITIDO?
qstr_Lizard_{s0}|Lagarto {s0}
qstr_Serpent_{s0}|Serpente {s0}
qstr_Coyote_{s0}|Coiote {s0}
qstr_Cougar_{s0}|Puma {s0}
qstr_Crocodile_{s0}|Crocodilo {s0}
qstr_Eagle_{s0}|Águia {s0}
qstr_Jaguar_{s0}|Jaguar {s0}
qstr_You_hold_the_title_of_L|Você tem o título de Lagarto.
qstr_The_Cuetzpalin_liza|O Cuetzpalin, lagarto, vive perto do solo e é o título mais baixo que um nobre Acztaoc pode ter. Você também pode ter seu próprio brasão!
qstr_Lizard|Lagarto
qstr_Lizard_{playername}|{reg3?Lagarta:Lagarto} {playername}
qstr_You_hold_the_title_of_Se|Você recebeu o título de Serpente.
qstr_Quetzalcoatl__feathe|Quetzalcoatl (Serpente Emplumada) é adorada pelos Acztaocs e é o deus do vento e da sabedoria.
qstr_Serpent|Serpente
qstr_Serpent_{playername}|Serpente {playername}
qstr_You_hold_the_title_of_Co|você recebeu o título de Coiote.
qstr_Huehuecoyotl__coyote|Huehuecoyotl (Coiote) é o deus auspicioso da música e da dança. Coiotes também são um símbolo de astúcia e sabedoria mundana, pragmatismo e beleza masculina e juvenil.
qstr_Coyote|Coiote
qstr_Coyote_{playername}|Coiote {playername}
qstr_You_hold_the_title_of_Cou|Você recebeu o título de Puma.
qstr_The_cougar_also_kno|O Cougar, também conhecido como puma, é um gato grande e notável como predador de emboscada e persegue uma grande variedade de presas. Emboscada, velocidade e um olho afiado são seus atributos.
qstr_Cougar|Puma
qstr_Cougar_{playername}|Puma {playername}
qstr_You_hold_the_title_of_Cr|Você recebe o título de Crocodilo.
qstr_Cipactli_was_a_prime|Cipactli era um monstro marinho primitivo, parte crocodilo, parte peixe e parte sapo, com gênero indefinido. Sempre com fome, cada junta em seu corpo era adornada com uma boca extra. A divindade Tezcatlipoca sacrificou um pé quando ele usou como isca para atrair o monstro para perto. Ele e Quetzalcoatl criaram a terra com o seu corpo.
qstr_Crocodile|Crocodilo
qstr_Crocodile_{playernam|Crocodilo {playername}
qstr_You_hold_the_title_of_Ea|Você recebeu o título de Águia.
qstr_The_eagles_are_soldi|As águias são soldados do Sol, pois a águia é o símbolo do sol.
qstr_Eagle|Águia
qstr_Eagle_{playername}|Águia {playername}
qstr_You_hold_the_title_of_Jag|Você recebeu o título de Jaguar.
qstr_The_Jaguar_represent|O Jaguar representa Tezcatlipoca, deus do céu noturno. Para se tornar um guerreiro jaguar, um membro do exército asteca tinha que capturar doze inimigos durante duas batalhas consecutivas. Dizia-se que isso honrava seus deuses de uma maneira muito maior do que matar soldados inimigos no campo de batalha. Para um guerreiro matar um inimigo era considerado desajeitado. Esses prisioneiros eram obviamente sacrificados aos deuses.
qstr_Jaguar|Jaguar
qstr_Jaguar_{playername}|Jaguar {playername}
qstr_Tlatoani|Tlatoani
qstr_Empire|Império
qstr_Republic|República
qstr_High_King|Alto Rei
qstr_Pope|Papa
qstr_Papal_State|Estado Papal
qstr_Go_to_the_hall{s1}|Ir para o salão{s1}
qstr_Go_to_the_castle{s1}|Ir para o castelo{s1}
qstr_Common_currency_for_|Moeda comum para Acztaocs.
qstr_My_noble_lord_^^The_|{Meu nobre senhor/Minha nobre senhora},^^O glorioso {s10} concedeu-lhe um título nobre. Você é agora u{m/ma} {s6}! Parabéns e tenha orgulho de pertencer à nobreza.
qstr_FIRED|DEMITIDO
qstr_Now_go_out_and_find_|Agora saia e encontre prisioneiros para o império Acztaoc. Os deuses estão com sede e precisam ser satisfeitos. Venda-os por grãos de cacau e prestígio em qualquer cidade ou castelo.
qstr_Recruitment_cancelled|Recrutamento cancelado. você não tem fundos suficientes. {reg10}
qstr_Cheat|Trapaça
qstr_Gold_added_to_town_t|Ouro adicionado ao tesouro da cidade
qstr_Requirements:|Requisitos:
qstr_Provides:|Fornece:
qstr_FIRED222|DEMITIDO222
qstr_FIRED3|DEMITIDO3
qstr_FIRED2|DEMITIDO2
qstr_FIRED4|DEMITIDO4
qstr_Object_=_{reg0}|Objeto = {reg0}
qstr_{reg3}|{reg3}
qstr_{reg0}_{reg1}|{reg0}, {reg1}
qstr_Fired?|Demitido?
qstr_Please_insert_how_thi|Por favor insira como este assentamento será nomeado.
qstr_Gold_added_to_town_tr|Ouro adicionado ao tesouro da cidade.
qstr__1|-
qstr_Money_refund:_^{reg1|Reembolso do dinheiro: ^{reg1}
qstr_{s2}_{s13}^|{s2}-{s13}^
qstr_{s4}_{s13}^|{s4}-{s13}^
qstr_Unlocks^|Desbloqueia^
qstr_Unlocks:^|Desbloqueia:^
qstr_Requirements:_^Time:|Requisitos: ^Tempo:
qstr_{reg1}_^{reg6}|{reg1} ^{reg6}
qstr_Demolishion_refund:_|Reembolso de demolição: ^{reg1}
qstr_Requirements:_^{reg1|Requisitos: ^{reg1} ^Tempo: ^{reg6}
qstr_Requirements:_^{reg1}|Requisitos: ^{reg1} Florins ^Tempo: ^{reg6} Dias
qstr_{s1}__Construction_o|{s1}- Construção {s2} Completada^
qstr_{s1}__Recruitment_of|{s1}-Recrutamento de {s2} Completado^
qstr_{reg3}d|{reg3}d
qstr_{s3}___{s1}__{s2}_co|{s3}- ({s1}) {s2} Completado^
qstr_{s3}___{s1}__{s2}_tr|{s3}- ({s1}) {s2} Treinado^
qstr_Demolishion_refund:_^|Reembolso da demolição: ^{reg1} Florins
qstr_{s3}___{s1}__{s2}_com|{s3}- ({s1}) {s2} completado.^
qstr_{s3}___{s1}__{s2}_tra|{s3}- ({s1}) {s2} treinado.^
qstr_Well_trained_and_disc|Bem treinados e disciplinados, esses cavaleiros estão entre a mais pesada cavalaria de toda a cristandade.^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^
qstr_Costs:_{reg0}_Florin|Custos: {reg0} Florins
qstr_Costs:_{reg0}_Florins|Custos: ^{reg0} Florins ^Tempo: ^{reg6} dias
qstr_Well_trained_and_disci|Bem treinados e disciplinados, esses cavaleiros estão entre a mais pesada cavalaria de toda a cristandade.^^^^^^^^^^^^^^^^^^^
qstr_Costs:_^{reg0}_Flori|Custos: ^{reg0} Florins ^Tempo: ^{reg6} dias
qstr_^^Time:_^{reg6}_days|^^Tempo: ^{reg6} dias
qstr_Costs:_^{reg0}_Florin|Custos: ^{reg0} Florins
qstr_Time:_^{reg6}_days|Tempo: ^{reg6} dias
qstr_{s3}___{s1}__10_{s2}|{s3}- ({s1}) 10 {s2}s treinado.^
qstr_{s3}___{s1}__10x_{s2|{s3}- ({s1}) 10x {s2} treinado.^
qstr_Details|Detalhes
qstr____{s1}__{s2}_comple|- ({s1}) {s2} Completado. ^{s3}
qstr____{s1}__10x_{s2}_tr|- ({s1}) 10x {s2} Treinado. ^{s3}
qstr_Towns_news:_^{s1}|Notícias das cidades: ^{s1}
qstr_Hoempapa|Hoempapa
qstr_{s4}_^Hoempapa|{s4} ^Hoempapa
qstr_Nobility_Power:_{reg|Poder da Nobreza: {reg0}%
qstr_Bourgeoisie_Power:_{|Poder da Burguesia: {reg0}%
qstr_Crafsman_Power:_{reg|Poder dos Artesãos: {reg0}%
qstr_Tax_level:_{reg0}_p/|Nível de imposto: {reg0} p/p
qstr_Religion:_{s10}|Religião: {s10}
qstr_Growth_factors:_^thi|Fatores de crescimento: ^esse ^aquele
qstr_{s1}_^_2__Commoners_|{s1} ^-2 (plebeus ≤51% poder)
qstr_{s1}_^+2__Commoners_|{s1} ^+2 (plebeus >50% poder)
qstr_{s1}_^_{reg1}__unacc|{s1} ^-{reg1} (incontável)
qstr_{s1}_^_2__commoners_|{s1} ^-2 (plebeus ≤50% poder)
qstr_{s1}_^+2__commoners_|{s1} ^+2 (plebeus >50% poder)
qstr_{s1}_^_{reg0}__tax_l|{s1} ^-{reg0} (Nível de imposto)
qstr_{s1}_^_3__town_has_o|{s1} ^-3 (a cidade tem outra crença)
qstr_{s1}_^+{reg0}__farms|{s1} ^+{reg0} (fazendas)
qstr_{s1}_^+{reg0}__taver|{s1} ^+{reg0} (tavernas)
qstr_{s1}_^+15__small_sca|{s1} ^+15 (atratividade de pequena escala)
qstr_{s1}_^_8__squalor_|{s1} ^-8 (pobreza)
qstr_{s1}_^_6__squalor_|{s1} ^-6 (pobreza)
qstr_{s1}_^_4__squalor_|{s1} ^-4 (pobreza)
qstr_{s1}_^_2__squalor_|{s1} ^-2 (pobreza)
qstr_{s1}_^_{reg0}__extre|{s1} ^-{reg0} (pobreza extrema)
qstr_Growth_factors:_^{s1|Fatores de crescimento: ^{s1}
qstr_Growth_factors:_^{s3|Fatores de crescimento: ^{s3}
qstr_{s1}_^{s3}{reg1}__un|{s1} ^{s3}{reg1} (incontável)
qstr_{s1}_^+5__small_scal|{s1} ^+5 (atratividade de pequena escala)
qstr_{s1}_^+1__commoners_|{s1} ^+ (plebeus >50% poder)
qstr_{s1}_^+{reg0}__commo|{s1} ^+{reg0} (poder dos plebeus)
qstr_{s1}_^{s3}{reg0}__co|{s1} ^{s3}{reg0} (poder dos plebeus)
qstr_{s1}_^______________|{s1} ^________________________
qstr_{s1}_^Total:___{reg0|{s1} ^Total:___{reg0}%
qstr_{s1}_^{reg0}%|{s1} ^{reg0}%
qstr_{s1}_^¯¯¯¯¯¯¯|{s1} ^¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯
qstr_{s1}_^_2__commoners_<|{s1} ^-2 (plebeus <50% poder)
qstr_{s1}_^Total_growth:_|{s1} ^Crescimento total: {reg0}%
qstr_Amount:_^10_men|Total de: ^10 homens
qstr_Costs:_^{reg1}_Flori|Custos: ^{reg1} Florins ^Tempo: ^{reg6} dias
qstr_{s1}_^_25__squalor_|{s1} ^-25 (pobreza)
qstr_{s1}_^_15__squalor_|{s1} ^-15 (pobreza)
qstr_{s1}_^_10__squalor_|{s1} ^-10 (pobreza)
qstr_{s1}_^_3__squalor_|{s1} ^-3 (pobreza)
qstr_{s1}_^^^New_people:_|{s1} ^^^Novas pessoas: {reg1} pessoas
qstr_{s1}_^Eligible_for_r|{s1} ^Disponível para recrutamento: {reg1} pessoas
qstr_{s1}_^^^People_gone:|{s1} ^^^Pessoas que se foram: {reg1} pessoas
qstr_{s1}_^Recruitable_me|{s1} ^Homens recrutáveis: {reg1}
qstr_{s1}_^Other__recruit|{s1} ^Outros (recrutáveis):{reg2}
qstr_{s1}_^Recruitable_men|{s1} ^Homens recrutáveis: {reg3}
qstr_{s1}_^Other_people:_|{s1} ^Outras pessoas: {reg2}
qstr_¯¯¯¯¯¯¯¯¯¯|¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯¯
qstr_{s1}_^^^Recruitable_|{s1} ^^^Homens recrutáveis: {reg3}
qstr_{s1}_New_people:_{re|{s1} Novas pessoas: {reg1} pessoas
qstr_{s1}_^^^^Recruitable|{s1} ^^^^Homens recrutáveis: {reg3}
qstr_{s1}_People_gone:_{r|{s1} Pessoas que se foram: {reg1} pessoas
qstr_{s1}_^New_people:_{r|{s1} ^Novas pessoas: {reg1} pessoas
qstr_{s1}_^People_gone:_{|{s1} ^Pessoas que se foram: {reg1} pessoas
qstr_{s1}_^Population_cha|{s1} ^Mudança populacional: {reg1} pessoas
qstr_{s1}_^^^Recruitable_m|{s1} ^^^Homens recrutáveis: +{reg3}
qstr_{s1}_^^^^Recruitable_|{s1} ^^^^Homens recrutáveis: +{reg3}
qstr_{s1}_^^^^Recruitable_m|{s1} ^^^^Homens recrutáveis: {s3}{reg3}
qstr_{s1}_^^^+{reg3}_Recr|{s1} ^^^+{reg3} homens recrutáveis
qstr_{s1}_^{reg2}_Other_p|{s1} ^{reg2} outras pessoas
qstr_{s1}_^^^^{s3}{reg3}_|{s1} ^^^^{s3}{reg3} homens recrutáveis
qstr_{s1}_^{reg2}_Other_pe|{s1} ^{reg2} Outras pessoas
qstr_{s1}_^^^+{reg3}_recr|{s1} ^^^+{reg3} homens recrutáveis
qstr_{s1}_^{reg2}_other_p|{s1} ^{reg2} outras pessoas
qstr_{s1}_^^^^{s3}{reg3}_r|{s1} ^^^^{s3}{reg3} homens recrutáveis
qstr_{s1}_^{reg2}_other_pe|{s1} ^{reg2} outras pessoas
qstr_{s1}_^^^+{reg3}_recru|{s1} ^^^+{reg3} homens recrutáveis 
qstr_{s1}_^^^^{s3}{reg3}_re|{s1} ^^^^{s3}{reg3} homens recrutáveis 
qstr_Insufficient_funds/r|Fundos/recrutas insuficientes.
qstr_Balance_of_power_eff|Balanço dos efeitos de poderes:
qstr_{s1}_^____Nobility_<|{s1} ^( ) Nobreza <25% (sem decretos)  
qstr_{s1}_^_x__Nobility_<|{s1} ^(x) Nobreza <25% (sem decretos)
qstr_{s1}_^_x__Bourgeoisi|{s1} ^(x) Burguesia (-{reg1}% custos de construção)
qstr_{s1}_^____Bourgeoisi|{s1} ^( ) Burguesia (custos de construção reduzidos)
qstr_{s1}_^_x__Clergy_>75|{s1} ^(x) Clero >75% (+7% de conversão)
qstr_{s1}_^____Clergy_>50|{s1} ^( ) Clero >50% (+5% de conversão)
qstr_{s1}_^____Clergy_>25|{s1} ^( ) Clero >25% (+2% de conversão)
qstr_{s1}_^____Clergy_>75|{s1} ^( ) Clero >75% (+7% de conversão)
qstr_{s1}_^_x__Clergy_>50|{s1} ^(x) Clero >50% (+5% de conversão)
qstr_{s1}_^_x__Clergy_>25|{s1} ^(x) Clero >25% (+2% de conversão)
qstr_Balance_of_power_effe|Balanço dos efeitos de poderes: ^
qstr_{s1}_^_x__Nobility_<4|{s1} ^(x) Nobreza <40% (sem proclamação de decretos)
qstr_{s1}_^____Nobility_<4|{s1} ^( ) Nobreza <40% (sem proclamação de decretos)
qstr_{s1}_^_x__Nobility__|{s1} ^(x) Nobreza ({reg11} dias a menos para proclamar decreto)
qstr_{s1}_^____Nobility__|{s1} ^( ) Nobreza (sem redução de dias para proclamar decreto)
qstr_{s1}_^____Nobility__{|{s1} ^( ) Nobreza ({reg11} dias a menos para proclamar decreto)
qstr_{s1}_^_x__Nobility__n|{s1} ^(x) Nobreza (sem redução de dias para proclamar decreto)
qstr_{s1}_^_|{s1} ^)
qstr_{s1}_^_x__Bourgeoisie|{s1} ^(x) Burguesia >75% (+15% de renda)
qstr_{s1}_^____Bourgeoisie|{s1} ^( ) Burguesia >50% (+10% de renda)
qstr_{s1}_^____Bourgeoisie_|{s1} ^( ) Burguesia >25% (+5% de renda)
qstr_{s1}_^____Bourgeoisie_>|{s1} ^( ) Burguesia >75% (+15% de renda)
qstr_{s1}_^_x__Bourgeoisie_|{s1} ^(x) Burguesia >50% (+10% de renda)
qstr_{s1}_^_x__Bourgeoisie_>|{s1} ^(x) Burguesia >25% (+5% de renda)
qstr_{s1}_^_x__Bourgeoisie_<|{s1} ^(x) Burguesia <25% (sem renda extra)
qstr_{s1}_^_x__Nobility_>|{s1} ^(x) Nobreza >75% (+20 recrutas p/sem)
qstr_{s1}_^____Nobility_>|{s1} ^( ) Nobreza >50% (+10 recrutas p/sem)
qstr_{s1}_^____Nobility_>7|{s1} ^( ) Nobreza >75% (+20 recrutas p/sem)
qstr_{s1}_^_x__Nobility_>5|{s1} ^(x) Nobreza >50% (+10 recrutas p/sem)
qstr_{s1}_^_x__Nobility_<5|{s1} ^(x) Nobreza <50% (sem recrutas extras)
qstr_{s1}_^_x__Clergy_<25|{s1} ^(x) Clero <25% (sem conversão extra)
qstr_{s1}_^_x__Commoners_|{s1} ^(x) Plebeus <50% (+-2% de crescimento)
qstr_{s1}_^____Commoners_|{s1} ^( ) Plebeus >50% (+1% de crescimento)
qstr_{s1}_^____Commoners_<|{s1} ^( ) Plebeus <50% (-2% de crescimento)
qstr_{s1}_^_x__Commoners_>|{s1} ^(x) Plebeus >50% (+1% de crescimento)
qstr_{s1}_^_x__Commoners__|{s1} ^(x) Plebeus (+{reg11}% de crescimento)
qstr_{s1}_^____Commoners__|{s1} ^( ) Plebeus (redução do crescimento)
qstr_{s1}_^____Commoners__+|{s1} ^( ) Plebeus (+{reg11}% de crescimento)
qstr_{s1}_^_x__Commoners__r|{s1} ^(x) Plebeus (redução do crescimento)
qstr_{s1}_^____Commoners__i|{s1} ^( ) Plebeus (aumento do crescimento)
qstr_{s1}_^_x__Commoners__n|{s1} ^(x) Plebeus (sem crescimento)
qstr_{s1}_^|{s1} ^
qstr_{s1}_^_x__Nobility_>4|{s1} ^(x) Nobreza >40% (proclamação de decretos)
qstr_{s1}_^____Nobility_>4|{s1} ^( ) Nobreza >40% (proclamação de decretros)
qstr_{s1}_^____Nobility__l|{s1} ^( ) Nobreza (menos dias para proclamar decreto)
qstr_{s1}_^_x__Commoners_<|{s1} ^(x) Plebeus <50% (-2% de crescimento)
qstr_{s1}_^____Commoners__{|{s1} ^( ) Plebeus ({reg11}% de crescimento)
qstr_You_were_victorious!_|Você foi vitorioso! Seus soldados capturaram {reg10} inimigos e eles estão à sua mercê. Decida o que fazer com eles.
qstr_Requirements:_^{reg1}_|Requisitos: ^{reg1} Florins ^^População necessária: ^{reg0} pessoas
qstr_{s4}_^^Time:_^{reg6}|{s4} ^Tempo: ^{reg6} dias
qstr_Not_removeable|Não removível
qstr_Requirements:_^{reg1}_F|Requisitos: ^{reg1} Florins ^^População necessária: ^{reg10} pessoas
qstr_{reg7}|{reg7}
qstr_{reg7}_{reg1}|{reg7}, {reg1}
qstr_Fired|Demitido
qstr_{s1}_^_2__commoners_<2|{s1} ^-2_(plebeus <25% poder)
qstr_{s1}_^+1__commoners_>|{s1} ^+1_(plebeus >25% poder)
qstr_{s1}_^_x__Commoners_<2|{s1} ^(x) Plebeus <25% (-2% de crescimento)
qstr_{s1}_^____Commoners_>|{s1} ^( ) Plebeus >25% (+1% de crescimento)
qstr_{s1}_^+7__small_scal|{s1} ^+7 (atratividade de pequena escala)
qstr_{s1}_^_13__squalor_|{s1} ^-13 (pobreza)
qstr_{s1}_^_1__squalor_|{s1} ^-1 (pobreza)
qstr_Weekly_calc|Cálculo semanal
qstr_Daily_calc|Cálculo diário
qstr_FIRED1|DEMITIDO1
qstr_FIRED1?|DEMITIDO1?
qstr_FIRED2?|DEMITIDO2?
qstr_Cancelling_refund:_^|Cancelling refund: ^{reg1} Florins ({reg11}%)
qstr_Cancelling_refund:_^{|Cancelling refund: ^{reg0} Florins ({reg11}%)
qstr__max_|(máximo)
qstr_Recruitable_{s1}|Recrutável {s1}
qstr_50000|50000
qstr_{s11}.{reg0}|{s11}.{reg0}
qstr_{s11}.0{reg0}|{s11}.0{reg0}
qstr_{s11}.00{reg0}|{s11}.00{reg0}
qstr_{s11}.000|{s11}.000
qstr_{s11}.{reg1}|{s11}.{reg1}
qstr_{s11}.0{reg1}|{s11}.0{reg1}
qstr_{s11}.00{reg1}|{s11}.00{reg1}
qstr_{s11}.{reg2}|{s11}.{reg2}
qstr_{s11}.0{reg2}|{s11}.0{reg2}
qstr_{s11}.00{reg2}|{s11}.00{reg2}
qstr_{s10}|{s10}
qstr_{s10}.{reg0}|{s10}.{reg0}
qstr_{s10}.0{reg0}|{s10}.0{reg0}
qstr_{s10}.00{reg0}|{s10}.00{reg0}
qstr_{s10}.000|{s10}.000
qstr_{s10}.{reg1}|{s10}.{reg1}
qstr_{s10}.0{reg1}|{s10}.0{reg1}
qstr_{s10}.00{reg1}|{s10}.00{reg1}
qstr_{s10}.{reg2}|{s10}.{reg2}
qstr_{s10}.0{reg2}|{s10}.0{reg2}
qstr_{s10}.00{reg2}|{s10}.00{reg2}
qstr_{s10}{reg0}|{s10},{reg0}
qstr_{s10}0{reg0}|{s10},0{reg0}
qstr_{s10}00{reg0}|{s10},00{reg0}
qstr_{s10}000|{s10},000
qstr_{s10}{reg1}|{s10},{reg1}
qstr_{s10}0{reg1}|{s10},0{reg1}
qstr_{s10}00{reg1}|{s10},00{reg1}
qstr_{s10}{reg2}|{s10},{reg2}
qstr_{s10}0{reg2}|{s10},0{reg2}
qstr_{s10}00{reg2}|{s10},00{reg2}
qstr_{reg50}|{reg50}
qstr_{s10}{reg50}|{s10},{reg50}
qstr_{s10}0{reg50}|{s10},0{reg50}
qstr_{s10}00{reg50}|{s10},00{reg50}
qstr_{s10}{reg51}|{s10},{reg51}
qstr_{s10}0{reg51}|{s10},0{reg51}
qstr_{s10}00{reg51}|{s10},00{reg51}
