itm_no_item|ITEM INVÁLIDO
itm_combed_morion_blued|Morrião Velho
itm_combed_morion_blued_pl|Morrião Velho
itm_black_sar_helmet1|Elmo Sar Preto
itm_black_sar_helmet1_pl|Elmo Sar Preto
itm_brass_veil_helm|Elmo de Metal com Véu
itm_brass_veil_helm_pl|Elmo de Metal com Véu
itm_crown_coif|Coroa
itm_crown_coif_pl|Coroa
itm_tuareg_helmet_black|Capacete Tuaregue Preto
itm_tuareg_helmet_black_pl|Capacete Tuaregue Preto
itm_tuareg_open_black|Tuaregue Aberto Preto
itm_tuareg_open_black_pl|Tuaregue Aberto Preto
itm_pelt_helmet|Capacete de Pele
itm_pelt_helmet_pl|Capacete de Pele
itm_inv_zitta_bascinet_closedvisor|Bacinete Zitta com Visor Fechado
itm_inv_zitta_bascinet_closedvisor_pl|Bacinete Zitta com Visor Fechado
itm_inv_zitta_bascinet_novisor|Bacinete Zitta Sem Visor
itm_inv_zitta_bascinet_novisor_pl|Bacinete Zitta Sem Visor
itm_turguhn_kalpak|Kalpak Turguhn 
itm_turguhn_kalpak_pl|Kalpak Turguhn
itm_turguhn_kalpak_a|Kalpak Turguhn
itm_turguhn_kalpak_a_pl|Kalpak Turguhn
itm_turguhn_kalpak_b|Kalpak Turguhn
itm_turguhn_kalpak_b_pl|Kalpak Turguhn
itm_gnezdovo_a|Elmo Turguhn
itm_gnezdovo_a_pl|Elmo Turguhn
itm_gnezdovo_b|Elmo Turguhn
itm_gnezdovo_b_pl|Elmo Turguhn
itm_novogrod_helm|Elmo Turguhn
itm_novogrod_helm_pl|Elmo Turguhn
itm_novogrod_helm_b|Elmo Turguhn
itm_novogrod_helm_b_pl|Elmo Turguhn
itm_rus_helm|Elmo Turguhn
itm_rus_helm_pl|Elmo Turguhn
itm_nikolskoe_helm|Elmo Fechado Vaegir
itm_nikolskoe_helm_pl|Elmo Fechado Vaegir
itm_tagancha_helm_a|Elmo de Topo Cônico Vaegir
itm_tagancha_helm_a_pl|Elmo de Topo Cônico Vaegir
itm_tagancha_helm_b|Elmo Fechado de Topo Cônico Vaegir
itm_tagancha_helm_b_pl|Elmo Fechado de Topo Cônico Vaegir
itm_tagancha_helm_c|Elmo Turguhn
itm_tagancha_helm_c_pl|Elmo Turguhn
itm_litchina_helm|Elmo Turguhn
itm_litchina_helm_pl|Elmo Turguhn
itm_cap_a|Chapéu Achatado
itm_cap_a_pl|Chapéu Achatado
itm_cap_b|Chapéu Achatado
itm_cap_b_pl|Chapéu Achatado
itm_cap_c|Chapéu Achatado
itm_cap_c_pl|Chapéu Achatado
itm_sturmhaube_1|Borguinhota
itm_sturmhaube_1_pl|Borguinhota
itm_sturmhaube_2|Borguinhota
itm_sturmhaube_2_pl|Borguinhota
itm_sturmhaube_3|Borguinhota
itm_sturmhaube_3_pl|Borguinhota
itm_sturmhaube_4|Borguinhota
itm_sturmhaube_4_pl|Borguinhota
itm_sturmhaube_5|Borguinhota
itm_sturmhaube_5_pl|Borguinhota
itm_sturmhaube_6|Borguinhota
itm_sturmhaube_6_pl|Borguinhota
itm_sturmhaube_7|Borguinhota
itm_sturmhaube_7_pl|Borguinhota
itm_sturmhaube_1b|Borguinhota
itm_sturmhaube_1b_pl|Borguinhota
itm_sturmhaube_2b|Borguinhota
itm_sturmhaube_2b_pl|Borguinhota
itm_sturmhaube_3b|Borguinhota
itm_sturmhaube_3b_pl|Borguinhota
itm_sturmhaube_4b|Borguinhota
itm_sturmhaube_4b_pl|Borguinhota
itm_sturmhaube_5b|Borguinhota
itm_sturmhaube_5b_pl|Borguinhota
itm_sturmhaube_6b|Borguinhota
itm_sturmhaube_6b_pl|Borguinhota
itm_sturmhaube_7b|Borguinhota
itm_sturmhaube_7b_pl|Borguinhota
itm_sturmhaube_1bw|Borguinhota
itm_sturmhaube_1bw_pl|Borguinhota
itm_sturmhaube_2bw|Borguinhota
itm_sturmhaube_2bw_pl|Borguinhota
itm_sturmhaube_3bw|Borguinhota
itm_sturmhaube_3bw_pl|Borguinhota
itm_sturmhaube_4bw|Borguinhota
itm_sturmhaube_4bw_pl|Borguinhota
itm_sturmhaube_5bw|Borguinhota
itm_sturmhaube_5bw_pl|Borguinhota
itm_sturmhaube_6bw|Borguinhota
itm_sturmhaube_6bw_pl|Borguinhota
itm_sturmhaube_7bw|Borguinhota
itm_sturmhaube_7bw_pl|Borguinhota
itm_frenchpepperpot_b|Elmo Pepperpot
itm_frenchpepperpot_b_pl|Elmo Pepperpot
itm_frenchpepperpot_c|Elmo Pepperpot
itm_frenchpepperpot_c_pl|Elmo Pepperpot
itm_munitionshelm_b|Capacete Militar
itm_munitionshelm_b_pl|Capacete Militar
itm_conichelm|Capacete Cônico
itm_conichelm_pl|Capacete Cônico
itm_frenchpepperpothelm|Elmo Pepperpot
itm_frenchpepperpothelm_pl|Elmo Pepperpot
itm_normanpepperpot|Pepperpot Nórdico
itm_normanpepperpot_pl|Pepperpot Nórdico
itm_munitionshelm_a|Capacete Militar
itm_munitionshelm_a_pl|Capacete Militar
itm_crownedhelm|Elmo Coroado
itm_crownedhelm_pl|Elmo Coroado
itm_frenchpepperpot|Elmo Pepperpot
itm_frenchpepperpot_pl|Elmo Pepperpot
itm_flattophelmet|Capacete de Topo Achatado
itm_flattophelmet_pl|Capacete de Topo Achatado
itm_kettlehatfacebyrnie|Capelina
itm_kettlehatfacebyrnie_pl|Capelina
itm_mailed_coif|Coifa de Malha
itm_mailed_coif_pl|Coifa de Malha
itm_balaclavacoif|Coifa de Malha
itm_balaclavacoif_pl|Coifa de Malha
itm_fullfacecoif|Coifa de Malha
itm_fullfacecoif_pl|Coifa de Malha
itm_kettlehatfullcoif|Capelina
itm_kettlehatfullcoif_pl|Capelina
itm_normanhelmbalaclavacoif|Coifa de Malha Nórdica
itm_normanhelmbalaclavacoif_pl|Coifa de Malha Nórdica
itm_normanhelmcoif|Coifa de Malha Nórdica
itm_normanhelmcoif_pl|Coifa de Malha Nórdica
itm_normanhelmfullcoif|Coifa de Malha Nórdica
itm_normanhelmfullcoif_pl|Coifa de Malha Nórdica
itm_bolzanobucket|Grande Elmo
itm_bolzanobucket_pl|Grande Elmo
itm_col_bolzanobucket|Grande Elmo
itm_col_bolzanobucket_pl|Grande Elmo
itm_crusaderbucket_a|Grande Elmo
itm_crusaderbucket_a_pl|Grande Elmo
itm_crusaderbucket_b|Grande Elmo
itm_crusaderbucket_b_pl|Grande Elmo
itm_gotlandbucket|Grande Elmo
itm_gotlandbucket_pl|Grande Elmo
itm_madelnbucket_a|Grande Elmo
itm_madelnbucket_a_pl|Grande Elmo
itm_madelnbucket_b|Grande Elmo
itm_madelnbucket_b_pl|Grande Elmo
itm_col_crusaderbucket_a|Grande Elmo
itm_col_crusaderbucket_a_pl|Grande Elmo
itm_col_crusaderbucket_b|Grande Elmo
itm_col_crusaderbucket_b_pl|Grande Elmo
itm_col_gotlandbucket|Grande Elmo
itm_col_gotlandbucket_pl|Grande Elmo
itm_col_madelnbucket_a|Grande Elmo
itm_col_madelnbucket_a_pl|Grande Elmo
itm_col_madelnbucket_b|Grande Elmo
itm_col_madelnbucket_b_pl|Grande Elmo
itm_col_crusaderbucket_c|Grande Elmo
itm_col_crusaderbucket_c_pl|Grande Elmo
itm_col_crusaderbucket_d|Grande Elmo
itm_col_crusaderbucket_d_pl|Grande Elmo
itm_col_madelnbucket_c|Grande Elmo
itm_col_madelnbucket_c_pl|Grande Elmo
itm_barbuta_b|Barbute
itm_barbuta_b_pl|Barbute
itm_barbuta_a|Barbute
itm_barbuta_a_pl|Barbute
itm_flemish_armet|Armet 
itm_flemish_armet_pl|Armet 
itm_greatbascinet_a|Grande Bacinete
itm_greatbascinet_a_pl|Grande Bacinete
itm_greathelm_a|Grande Elmo
itm_greathelm_a_pl|Grande Elmo
itm_klappvisier|Grande Bacinete
itm_klappvisier_pl|Grande Bacinete
itm_milanese_sallet|Capacete Rhodok
itm_milanese_sallet_pl|Capacete Rhodok
itm_byzantion|Capacete Aduran
itm_byzantion_pl|Capacete Aduran
itm_kettlehat_a|Capelina
itm_kettlehat_a_pl|Capelina
itm_kettlehat_b|Capelina
itm_kettlehat_b_pl|Capelina
itm_col_byzantion|Capacete Aduran
itm_col_byzantion_pl|Capacete Aduran
itm_col_kettlehat_a|Capelina
itm_col_kettlehat_a_pl|Capelina
itm_col_kettlehat_b|Capelina
itm_col_kettlehat_b_pl|Capelina
itm_weimarhelm|Elmo Fechado
itm_weimarhelm_pl|Elmo Fechado
itm_legionair_helmet|Elmo Legionário
itm_legionair_helmet_pl|Elmo Legionário
itm_centurion_helmet|Elmo de Centurião
itm_centurion_helmet_pl|Elmo de Centurião
itm_armet|Armet com Penas
itm_armet_pl|Armet com Penas
itm_armet_b|Armet com Penas
itm_armet_b_pl|Armet com Penas
itm_burgonet|Borguinhota com Penas
itm_burgonet_pl|Borguinhota com Penas
itm_hounskull_bascinet_02|Bacinete
itm_hounskull_bascinet_02_pl|Bacinete
itm_hounskull_bascinet_04|Bacinete
itm_hounskull_bascinet_04_pl|Bacinete
itm_black_helmet|Capacete Preto
itm_black_helmet_pl|Capacete Preto
itm_lobster2|Lagosta
itm_lobster2_pl|Lagosta
itm_morion1|Morrião
itm_morion1_pl|Morrião
itm_morion2|Morrião
itm_morion2_pl|Morrião
itm_morion3|Morrião
itm_morion3_pl|Morrião
itm_officerhatblack|Capacete de Oficial
itm_officerhatblack_pl|Capacete de Oficial
itm_officerhatblue|Capacete de Oficial
itm_officerhatblue_pl|Capacete de Oficial
itm_officerhatbrown|Capacete de Oficial
itm_officerhatbrown_pl|Capacete de Oficial
itm_strawhat1|Chapéu de Palha
itm_strawhat1_pl|Chapéu de Palha
itm_strawhat2|Chapéu de Palha
itm_strawhat2_pl|Chapéu de Palha
itm_verybluehat1|Chapéu Azul
itm_verybluehat1_pl|Chapéu Azul
itm_verybluehat2|Chapéu Azul
itm_verybluehat2_pl|Chapéu Azul
itm_verybluehat3|Chapéu Azul
itm_verybluehat3_pl|Chapéu Azul
itm_helm_king_jerusalem|Elmo do Imperador
itm_helm_king_jerusalem_pl|Elmo do Imperador
itm_gulam_helm_a|Elmo Gulano
itm_gulam_helm_a_pl|Elmo Gulano
itm_gulam_helm_b|Elmo Gulano
itm_gulam_helm_b_pl|Elmo Gulano
itm_gulam_helm_c|Elmo Gulano
itm_gulam_helm_c_pl|Elmo Gulano
itm_gulam_helm_d|Elmo Gulano
itm_gulam_helm_d_pl|Elmo Gulano
itm_gulam_helm_f|Elmo Gulano
itm_gulam_helm_f_pl|Elmo Gulano
itm_helm_saracin_1|Elmo Sarranide
itm_helm_saracin_1_pl|Elmo Sarranide
itm_helm_saracin_2|Elmo Sarranide
itm_helm_saracin_2_pl|Elmo Sarranide
itm_helm_saracin_3|Elmo Sarranide
itm_helm_saracin_3_pl|Elmo Sarranide
itm_helm_saracin_a|Elmo Sarranide
itm_helm_saracin_a_pl|Elmo Sarranide
itm_helm_saracin_b|Elmo Sarranide
itm_helm_saracin_b_pl|Elmo Sarranide
itm_helm_saracin_c|Elmo Sarranide
itm_helm_saracin_c_pl|Elmo Sarranide
itm_helm_saracin_d|Elmo Sarranide
itm_helm_saracin_d_pl|Elmo Sarranide
itm_helm_saracin_e|Elmo Sarranide
itm_helm_saracin_e_pl|Elmo Sarranide
itm_helm_saracin_f|Elmo Sarranide
itm_helm_saracin_f_pl|Elmo Sarranide
itm_helm_saracin_j|Elmo Sarranide
itm_helm_saracin_j_pl|Elmo Sarranide
itm_saracin_turban_a|Turbante Sarranide
itm_saracin_turban_a_pl|Turbante Sarranide
itm_saracin_turban_b|Turbante Sarranide
itm_saracin_turban_b_pl|Turbante Sarranide
itm_saracin_turban_c|Turbante Sarranide
itm_saracin_turban_c_pl|Turbante Sarranide
itm_helm_tyrk_a|Capacete Tykias
itm_helm_tyrk_a_pl|Capacete Tykias
itm_helm_tyrk_b|Capacete Tykias
itm_helm_tyrk_b_pl|Capacete Tykias
itm_helm_tyrk_c|Capacete Tykias
itm_helm_tyrk_c_pl|Capacete Tykias
itm_helm_tyrk_d|Capacete Tykias
itm_helm_tyrk_d_pl|Capacete Tykias
itm_helm_tyrk_e|Capacete Tykias
itm_helm_tyrk_e_pl|Capacete Tykias
itm_helm_tyrk_f|Capacete Tykias
itm_helm_tyrk_f_pl|Capacete Tykias
itm_helm_tyrk_heavi_a|Capacete Tykias
itm_helm_tyrk_heavi_a_pl|Capacete Tykias
itm_helm_tyrk_heavi_b|Capacete Tykias
itm_helm_tyrk_heavi_b_pl|Capacete Tykias
itm_helm_tyrk_heavi_c|Capacete Tykias
itm_helm_tyrk_heavi_c_pl|Capacete Tykias
itm_helmets_end|fim dos elmos
itm_helmets_end_pl|fim dos elmos
itm_mail_mittens|Luvas de Malha
itm_mail_mittens_pl|Luvas de Malha
itm_scale_gauntlets|Manoplas em Escamas
itm_scale_gauntlets_pl|Manoplas em Escamas
itm_lamellar_gauntlets|Manoplas Lamelares
itm_lamellar_gauntlets_pl|Manoplas Lamelares
itm_gauntlets|Manoplas
itm_gauntlets_pl|Manoplas
itm_gauntlets_end|fim das Manoplas
itm_gauntlets_end_pl|fim das Manoplas
itm_splinted_leather_greaves|Grevas de Couro Laminado
itm_splinted_leather_greaves_pl|Grevas de Couro Laminado
itm_mail_chausses|Calças de Malha
itm_mail_chausses_pl|Calças de Malha
itm_splinted_greaves|Grevas Lamelares
itm_splinted_greaves_pl|Grevas Lamelares
itm_mail_boots|Botas de Malha
itm_mail_boots_pl|Botas de Malha
itm_iron_greaves|Grevas de Ferro
itm_iron_greaves_pl|Grevas de Ferro
itm_black_greaves|Grevas Negras
itm_black_greaves_pl|Grevas Negras
itm_sarranid_boots_c|Botas de Metal
itm_sarranid_boots_c_pl|Botas de Metal
itm_sarranid_boots_d|Botas de Malha Sarranides
itm_sarranid_boots_d_pl|Botas de Malha Sarranides
itm_brass_boots|Botas de Metal
itm_brass_boots_pl|Botas de Metal
itm_brass_mail_boots|Botas de Latão com Malha
itm_brass_mail_boots_pl|Botas de Latão com Malha
itm_calrad_boots|Botas Calrádicas
itm_calrad_boots_pl|Botas Calrádicas
itm_rus_splint_greaves|Gravas de Talas
itm_rus_splint_greaves_pl|Gravas de Talas
itm_footwear_end|calçado Final
itm_footwear_end_pl|calçado Final
itm_practice_bow|Arco de Treinamento 
itm_practice_bow_pl|Arco de Treinamento 
itm_practice_crossbow|Besta de Treinamento
itm_practice_crossbow_pl|Besta de Treinamento
itm_hunting_bow|Arco de Caça
itm_hunting_bow_pl|Arco de Caça
itm_short_bow|Arco Curto
itm_short_bow_pl|Arco Curto
itm_nomad_bow|Arco nômade
itm_nomad_bow_pl|Arco nômade
itm_long_bow|Arco Longo
itm_long_bow_pl|Arco Longo
itm_strong_bow|Arco Composto
itm_strong_bow_pl|Arco Composto
itm_war_bow|Arco de Guerra
itm_war_bow_pl|Arco de Guerra
itm_hunting_crossbow|Besta de Caça
itm_hunting_crossbow_pl|Besta de Caça
itm_light_crossbow|Besta Leve
itm_light_crossbow_pl|Besta Leve
itm_crossbow|Besta
itm_crossbow_pl|Besta
itm_heavy_crossbow|Besta Pesada
itm_heavy_crossbow_pl|Besta Pesada
itm_sniper_crossbow|Besta de Cerco
itm_sniper_crossbow_pl|Besta de Cerco
itm_khergit_bow|Arco Khergita
itm_khergit_bow_pl|Arco Khergita
itm_bows_end|bows end
itm_bows_end_pl|bows end
itm_arrows|Flechas
itm_arrows_pl|Flechas
itm_bolts|Dardos
itm_bolts_pl|Dardos
itm_iron_bolts|Dardos de Ferro
itm_iron_bolts_pl|Dardos de Ferro
itm_steel_bolts|Dardos de Aço
itm_steel_bolts_pl|Dardos de Aço
itm_khergit_arrows|Flechas Perfurantes Khergitas
itm_khergit_arrows_pl|Flechas Perfurantes Khergitas
itm_barbed_arrows|Flechas Farpadas
itm_barbed_arrows_pl|Flechas Farpadas
itm_bodkin_arrows|Flechas Perfurantes
itm_bodkin_arrows_pl|Flechas Perfurantes
itm_arrows_end|arrows end
itm_arrows_end_pl|arrows end
itm_shield_1|Escudo
itm_shield_1_pl|Escudo
itm_shield_1_big|Escudo
itm_shield_1_big_pl|Escudo
itm_shield_2|Escudo Agônico
itm_shield_2_pl|Escudo Agônico
itm_shield_3|Escudo Agônico
itm_shield_3_pl|Escudo Agônico
itm_shield_4|Escudo Agônico
itm_shield_4_pl|Escudo Agônico
itm_shield_5|Escudo Agônico
itm_shield_5_pl|Escudo Agônico
itm_shield_6|Escudo Agônico
itm_shield_6_pl|Escudo Agônico
itm_shield_7|Escudo Agônico
itm_shield_7_pl|Escudo Agônico
itm_shield_8|Escudo Agônico
itm_shield_8_pl|Escudo Agônico
itm_shield_9|Escudo Agônico
itm_shield_9_pl|Escudo Agônico
itm_shield_10|Escudo Agônico
itm_shield_10_pl|Escudo Agônico
itm_shield_11|Escudo de Leão
itm_shield_11_pl|Escudo de Leão
itm_kite_shield_1|Escudo Agônico
itm_kite_shield_1_pl|Escudo Agônico
itm_kite_shield_2|Escudo Agônico
itm_kite_shield_2_pl|Escudo Agônico
itm_kite_shield_3|Escudo Agônico
itm_kite_shield_3_pl|Escudo Agônico
itm_kite_shield_4|Escudo Agônico
itm_kite_shield_4_pl|Escudo Agônico
itm_kite_shield_5|Escudo Agônico
itm_kite_shield_5_pl|Escudo Agônico
itm_kite_shield_6|Escudo Agônico
itm_kite_shield_6_pl|Escudo Agônico
itm_kite_shield_7|Escudo Agônico
itm_kite_shield_7_pl|Escudo Agônico
itm_kite_shield_8|Escudo Agônico
itm_kite_shield_8_pl|Escudo Agônico
itm_scutum|Escutum Calrádico
itm_scutum_pl|Escutum Calrádico
itm_cavalry_scutum|Escutum Calrádico de Cavalaria
itm_cavalry_scutum_pl|Escutum Calrádico de Cavalaria
itm_kite_shield_a1|Escudo com Ponta
itm_kite_shield_a1_pl|Escudo com Ponta
itm_kite_shield_a2|Escudo com Ponta
itm_kite_shield_a2_pl|Escudo com Ponta
itm_kite_shield_c1|Escudo com Ponta
itm_kite_shield_c1_pl|Escudo com Ponta
itm_kite_shield_c2|Escudo com Ponta
itm_kite_shield_c2_pl|Escudo com Ponta
itm_heater_shield_chandos|Escudo com Ponta
itm_heater_shield_chandos_pl|Escudo com Ponta
itm_heater_shield_duguesclin|Escudo com Ponta
itm_heater_shield_duguesclin_pl|Escudo com Ponta
itm_battle_shield_charles|Escudo de Batalha 
itm_battle_shield_charles_pl|Escudo de Batalha 
itm_battle_shield_edward|Escudo de Batalha 
itm_battle_shield_edward_pl|Escudo de Batalha 
itm_battle_shield_blackprince|Escudo de Batalha 
itm_battle_shield_blackprince_pl|Escudo de Batalha 
itm_battle_shield_a2|Escudo de Batalha 
itm_battle_shield_a2_pl|Escudo de Batalha 
itm_battle_shield_a1|Escudo de Batalha 
itm_battle_shield_a1_pl|Escudo de Batalha 
itm_battle_shield_b1|Escudo de Batalha 
itm_battle_shield_b1_pl|Escudo de Batalha 
itm_battle_shield_b2|Escudo de Batalha 
itm_battle_shield_b2_pl|Escudo de Batalha 
itm_battle_shield_e1|Escudo de Batalha 
itm_battle_shield_e1_pl|Escudo de Batalha 
itm_battle_shield_e2|Escudo de Batalha 
itm_battle_shield_e2_pl|Escudo de Batalha 
itm_battle_shield_f2|Escudo de Batalha 
itm_battle_shield_f2_pl|Escudo de Batalha 
itm_battle_shield_f1|Escudo de Batalha 
itm_battle_shield_f1_pl|Escudo de Batalha 
itm_heater_shield_extra1|Escudo de Cavaleiro 
itm_heater_shield_extra1_pl|Escudo de Cavaleiro 
itm_heater_shield_extra2|Escudo de Cavaleiro 
itm_heater_shield_extra2_pl|Escudo de Cavaleiro 
itm_heater_shield_extra21|Escudo de Cavaleiro 
itm_heater_shield_extra21_pl|Escudo de Cavaleiro 
itm_heater_shield_extra22|Escudo de Cavaleiro 
itm_heater_shield_extra22_pl|Escudo de Cavaleiro 
itm_heater_shield_a1|Escudo de Cavaleiro 
itm_heater_shield_a1_pl|Escudo de Cavaleiro 
itm_heater_shield_a2|Escudo de Cavaleiro 
itm_heater_shield_a2_pl|Escudo de Cavaleiro 
itm_heater_shield_d1|Escudo de Cavaleiro
itm_heater_shield_d1_pl|Escudo de Cavaleiro
itm_heater_shield_d2|Escudo de Cavaleiro
itm_heater_shield_d2_pl|Escudo de Cavaleiro
itm_heraldic_shield_a2|Escudo Heráldico
itm_heraldic_shield_a2_pl|Escudo Heráldico
itm_heraldic_shield_b1|Escudo Heráldico
itm_heraldic_shield_b1_pl|Escudo Heráldico
itm_heraldic_shield_b2|Escudo Heráldico
itm_heraldic_shield_b2_pl|Escudo Heráldico
itm_heraldic_shield_d2|Escudo Heráldico
itm_heraldic_shield_d2_pl|Escudo Heráldico
itm_heraldic_shield_a1|Escudo Heráldico
itm_heraldic_shield_a1_pl|Escudo Heráldico
itm_heraldic_shield_c1|Escudo Heráldico
itm_heraldic_shield_c1_pl|Escudo Heráldico
itm_heraldic_shield_c2|Escudo Heráldico
itm_heraldic_shield_c2_pl|Escudo Heráldico
itm_heraldic_shield_d1|Escudo Heráldico
itm_heraldic_shield_d1_pl|Escudo Heráldico
itm_large_shield_a1|Grande Escudo
itm_large_shield_a1_pl|Grande Escudo
itm_large_shield_a2|Grande Escudo
itm_large_shield_a2_pl|Grande Escudo
itm_large_shield_b1|Grande Escudo
itm_large_shield_b1_pl|Grande Escudo
itm_large_shield_b2|Grande Escudo
itm_large_shield_b2_pl|Grande Escudo
itm_war_shield_a1|Escudo de Guerra 
itm_war_shield_a1_pl|Escudo de Guerra 
itm_war_shield_a2|Escudo de Guerra 
itm_war_shield_a2_pl|Escudo de Guerra 
itm_war_shield_e1|Escudo de Guerra 
itm_war_shield_e1_pl|Escudo de Guerra 
itm_war_shield_b1|Escudo de Guerra 
itm_war_shield_b1_pl|Escudo de Guerra 
itm_war_shield_b2|Escudo de Guerra 
itm_war_shield_b2_pl|Escudo de Guerra 
itm_war_shield_c1|Escudo de Guerra
itm_war_shield_c1_pl|Escudo de Guerra
itm_war_shield_c2|Escudo de Guerra
itm_war_shield_c2_pl|Escudo de Guerra
itm_kite_shield_boss_a1|Escudo com Ponta  
itm_kite_shield_boss_a1_pl|Escudo com Ponta  
itm_kite_shield_boss_a2|Escudo com Ponta  
itm_kite_shield_boss_a2_pl|Escudo com Ponta  
itm_kite_shield_boss_d1|Escudo com Ponta 
itm_kite_shield_boss_d1_pl|Escudo com Ponta 
itm_kite_shield_boss_d2|Escudo com Ponta 
itm_kite_shield_boss_d2_pl|Escudo com Ponta 
itm_jousting_shield_a_e|Escudo de Justas
itm_jousting_shield_a_e_pl|Escudo de Justas
itm_jousting_shield_b_e|Escudo de Justas
itm_jousting_shield_b_e_pl|Escudo de Justas
itm_jousting_shield_a_e_large|Escudo de Justas
itm_jousting_shield_a_e_large_pl|Escudo de Justas
itm_jousting_shield_b_e_large|Escudo de Justas
itm_jousting_shield_b_e_large_pl|Escudo de Justas
itm_shield_veteran_jerusalem_a|Escudo Mithridiano
itm_shield_veteran_jerusalem_a_pl|Escudo Mithridiano
itm_shield_knight_jerusalem_d|Escudo Mithridiano
itm_shield_knight_jerusalem_d_pl|Escudo Mithridiano
itm_shield_veteran_templar_b|Escudo Cruzado
itm_shield_veteran_templar_b_pl|Escudo Cruzado
itm_shield_veteran_templar_f|Escudo Cruzado
itm_shield_veteran_templar_f_pl|Escudo Cruzado
itm_shield_knight_templar_d|Escudo Cruzado
itm_shield_knight_templar_d_pl|Escudo Cruzado
itm_shield_knight_templar_f|Escudo Cruzado
itm_shield_knight_templar_f_pl|Escudo Cruzado
itm_wooden_shield|Escudo de Madeira
itm_wooden_shield_pl|Escudo de Madeira
itm_nordic_shield|Escudo nórdico
itm_nordic_shield_pl|Escudo nórdico
itm_fur_covered_shield|Escudo de Peles
itm_fur_covered_shield_pl|Escudo de Peles
itm_nomad_shield|Escudo Nômade
itm_nomad_shield_pl|Escudo Nômade
itm_plate_covered_round_shield|Broquel de Placas
itm_plate_covered_round_shield_pl|Broquel de Placas
itm_leather_covered_round_shield|Broquel de Couro
itm_leather_covered_round_shield_pl|Broquel de Couro
itm_hide_covered_round_shield|Broquel de Peles
itm_hide_covered_round_shield_pl|Broquel de Peles
itm_shield_heater_c|Escudo Plano Bordado
itm_shield_heater_c_pl|Escudo Plano Bordado
itm_norman_shield_1|Escudo Lágrima
itm_norman_shield_1_pl|Escudo Lágrima
itm_norman_shield_2|Escudo Lágrima
itm_norman_shield_2_pl|Escudo Lágrima
itm_norman_shield_3|Escudo Lágrima
itm_norman_shield_3_pl|Escudo Lágrima
itm_norman_shield_4|Escudo Lágrima
itm_norman_shield_4_pl|Escudo Lágrima
itm_norman_shield_5|Escudo Lágrima
itm_norman_shield_5_pl|Escudo Lágrima
itm_norman_shield_6|Escudo Lágrima
itm_norman_shield_6_pl|Escudo Lágrima
itm_norman_shield_7|Escudo Lágrima
itm_norman_shield_7_pl|Escudo Lágrima
itm_norman_shield_8|Escudo Lágrima
itm_norman_shield_8_pl|Escudo Lágrima
itm_tab_shield_round_a|Broquel Velho
itm_tab_shield_round_a_pl|Broquel Velho
itm_tab_shield_round_b|Broquel Comum
itm_tab_shield_round_b_pl|Broquel Comum
itm_tab_shield_round_c|Broquel
itm_tab_shield_round_c_pl|Broquel
itm_tab_shield_round_d|Broquel Pesado
itm_tab_shield_round_d_pl|Broquel Pesado
itm_tab_shield_round_e|Broquel de Campeão nórdico
itm_tab_shield_round_e_pl|Broquel de Campeão nórdico
itm_tab_shield_kite_a|Escudo Lágrima Velho
itm_tab_shield_kite_a_pl|Escudo Lágrima Velho
itm_tab_shield_kite_b|Escudo Lágrima Comum
itm_tab_shield_kite_b_pl|Escudo Lágrima Comum
itm_tab_shield_kite_c|Escudo Lágrima
itm_tab_shield_kite_c_pl|Escudo Lágrima
itm_tab_shield_kite_d|Escudo Lágrima Pesado
itm_tab_shield_kite_d_pl|Escudo Lágrima Pesado
itm_tab_shield_kite_cav_a|Escudo Lágrima de Ginete
itm_tab_shield_kite_cav_a_pl|Escudo Lágrima de Ginete
itm_tab_shield_kite_cav_b|Escudo Lágrima de Cavaleiro
itm_tab_shield_kite_cav_b_pl|Escudo Lágrima de Cavaleiro
itm_tab_shield_heater_a|Escudo Cometa Velho
itm_tab_shield_heater_a_pl|Escudo Cometa Velho
itm_tab_shield_heater_b|Escudo Cometa Comum
itm_tab_shield_heater_b_pl|Escudo Cometa Comum
itm_tab_shield_heater_c|Escudo Cometa
itm_tab_shield_heater_c_pl|Escudo Cometa
itm_tab_shield_heater_d|Escudo Cometa Pesado
itm_tab_shield_heater_d_pl|Escudo Cometa Pesado
itm_tab_shield_heater_cav_a|Escudo Cometa de Ginete
itm_tab_shield_heater_cav_a_pl|Escudo Cometa de Ginete
itm_tab_shield_heater_cav_b|Escudo Cometa de Cavaleiro
itm_tab_shield_heater_cav_b_pl|Escudo Cometa de Cavaleiro
itm_tab_shield_pavise_a|Pavê Velho
itm_tab_shield_pavise_a_pl|Pavê Velho
itm_tab_shield_pavise_b|Pavê Comum
itm_tab_shield_pavise_b_pl|Pavê Comum
itm_tab_shield_pavise_c|Pavê
itm_tab_shield_pavise_c_pl|Pavê
itm_tab_shield_pavise_d|Pavê Pesado
itm_tab_shield_pavise_d_pl|Pavê Pesado
itm_tab_shield_small_round_a|Escudo de Cavalaria Comum
itm_tab_shield_small_round_a_pl|Escudo de Cavalaria Comum
itm_tab_shield_small_round_b|Escudo de Cavalaria redondo
itm_tab_shield_small_round_b_pl|Escudo de Cavalaria redondo
itm_tab_shield_small_round_c|Escudo de Cavalaria de elite
itm_tab_shield_small_round_c_pl|Escudo de Cavalaria de elite
itm_wooden_shields_end|fim dos Escudos de Madeira
